gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Rural,High School,6.22,1,7,,1,B,Gold,49824
Male,Urban,High School,7.54,1,4,6295.0,More than 1,A,Silver,689808
Female,Urban,High School,,0,6,6454.0,More than 1,A,Platinum,36492
Female,Urban,High School,2.5,0,3,5488.0,More than 1,B,Platinum,100944
Male,Rural,Bachelor,8.11,1,2,,1,B,Gold,48288
Male,Urban,Bachelor,3.86,1,8,5947.0,More than 1,B,Platinum,50112
Male,Rural,High School,86.92,1,8,,More than 1,B,Silver,68712
Male,Urban,High School,9.16,1,8,,More than 1,A,Gold,60588
Female,Urban,Bachelor,23.1,1,3,3288.0,1,B,Platinum,31116
Female,Rural,High School,9.33,1,6,0.0,1,C,Platinum,37116
Male,Urban,High School,,1,2,4009.0,More than 1,A,Platinum,95640
Male,Urban,Others,5.88,1,3,6883.0,1,,Gold,35400
Male,Urban,High School,6.59,1,2,5877.0,More than 1,A,Silver,65280
Female,Urban,High School,8.25,1,4,3746.0,More than 1,B,Silver,103080
Female,Urban,Bachelor,3.14,1,2,4023.0,1,B,Silver,31104
Male,Rural,High School,8.97,0,3,2018.0,1,A,Silver,29772
Male,Urban,High School,3.27,0,4,5424.0,More than 1,A,Platinum,65928
Male,Urban,Bachelor,9.56,0,2,6790.0,1,A,Platinum,31356
Female,Rural,High School,6.38,0,6,,1,B,Platinum,54780
Male,Urban,High School,7.67,1,4,2697.0,More than 1,A,Platinum,68304
Male,Urban,Bachelor,6.1,1,2,2825.0,1,A,Silver,46944
Male,Urban,High School,4.99,0,3,5872.0,More than 1,A,Platinum,276324
Male,Urban,High School,85.56,1,5,2068.0,1,C,Gold,35424
Male,Urban,High School,81.48,0,4,7204.0,More than 1,A,Platinum,59952
Female,Rural,Bachelor,9.49,1,6,0.0,1,A,Platinum,30132
Male,Urban,High School,7.54,1,6,4798.0,1,A,Platinum,29748
Male,,High School,8.38,0,4,6590.0,More than 1,A,Platinum,102360
Female,Urban,Bachelor,5.14,1,5,4351.0,More than 1,A,Platinum,63024
Male,,Bachelor,,1,7,6647.0,More than 1,A,Platinum,31476
Male,Urban,High School,6.33,1,8,6167.0,More than 1,B,Platinum,63624
Male,Urban,High School,3.44,0,7,10500.0,More than 1,A,Silver,67152
Male,Urban,Bachelor,4.92,0,3,2654.0,1,C,Platinum,33720
Female,Urban,High School,,1,3,6001.0,More than 1,A,Silver,68064
Male,Rural,Bachelor,6.61,0,1,,More than 1,,Silver,73284
Male,Urban,High School,5.04,1,7,6771.0,1,B,Platinum,33240
Female,Urban,Bachelor,8.84,1,5,4629.0,More than 1,A,Platinum,68712
Male,Urban,High School,5.5,1,8,4276.0,More than 1,C,Silver,73248
Male,Urban,High School,6.81,0,8,6412.0,More than 1,A,Platinum,69720
Male,Rural,Bachelor,9.51,0,1,,More than 1,A,Platinum,104412
Female,Urban,Bachelor,5.13,1,7,3162.0,More than 1,B,Silver,69372
Male,Urban,Bachelor,9.87,1,2,2912.0,1,A,Gold,45588
Male,Urban,Bachelor,2.62,0,3,5081.0,More than 1,A,Platinum,167400
Female,Rural,High School,6.2,0,7,0.0,1,A,Gold,51384
Male,Urban,Bachelor,9.73,1,6,11482.0,More than 1,A,Platinum,99048
Female,Urban,High School,6.18,0,5,4925.0,1,A,Silver,30828
Male,,High School,5.26,0,5,12055.0,More than 1,A,Platinum,61416
Female,Urban,High School,65.32,1,1,10181.0,1,A,Gold,53940
Male,Urban,High School,8.67,1,6,,More than 1,A,Platinum,60156
Female,Urban,High School,61.1,1,6,2480.0,More than 1,A,Platinum,76956
Male,Urban,High School,3.1,1,5,3197.0,More than 1,A,Platinum,218172
Female,Urban,Bachelor,8.48,1,6,6417.0,More than 1,A,Platinum,63048
Male,Urban,High School,9.06,1,6,4895.0,1,A,Gold,32748
Female,Urban,Bachelor,6.88,1,8,0.0,More than 1,B,Silver,66432
Female,Urban,Bachelor,3.27,0,0,0.0,1,,Silver,29280
Female,Urban,Bachelor,8.28,0,2,6538.0,More than 1,B,Platinum,282000
Male,Urban,High School,2.12,1,8,8030.0,More than 1,A,Platinum,165840
Female,Urban,High School,5.7,0,5,7127.0,1,A,Silver,59088
Male,Rural,High School,7.59,1,2,2773.0,1,A,Platinum,59148
Female,Urban,High School,9.95,1,6,12992.0,1,A,Gold,34632
Female,Rural,Bachelor,9.66,0,3,0.0,More than 1,A,Platinum,99888
Female,Rural,High School,7.5,1,4,0.0,More than 1,B,Platinum,78336
Female,Urban,High School,4.86,1,4,5189.0,More than 1,A,Silver,86244
Male,Urban,Bachelor,5.58,1,3,6398.0,1,A,Gold,404304
Female,Urban,High School,6.85,1,7,6185.0,More than 1,A,Platinum,68760
Male,Rural,Bachelor,6.39,1,7,0.0,More than 1,A,Platinum,61596
Male,Urban,High School,13.4,1,4,6592.0,More than 1,A,Platinum,48084
Male,Urban,High School,,0,5,10603.0,More than 1,C,Gold,215940
Male,Urban,High School,13.54,0,4,3440.0,More than 1,,Gold,96972
Male,Urban,Bachelor,8.02,1,7,3127.0,1,B,Silver,34176
Male,Rural,Bachelor,3.76,1,7,0.0,More than 1,B,Silver,68940
Male,Urban,High School,3.2,0,3,6402.0,More than 1,A,Platinum,118020
Male,Urban,High School,7.38,1,6,5356.0,1,C,Platinum,33432
Female,Rural,Bachelor,5.4,1,2,0.0,1,B,Platinum,32940
Male,Rural,High School,7.46,0,4,0.0,More than 1,A,Gold,173724
Female,Rural,Bachelor,6.12,1,6,3672.0,More than 1,A,Gold,49464
Female,Urban,Bachelor,4.78,1,7,0.0,More than 1,B,Silver,76044
Female,Urban,High School,,1,5,6674.0,1,A,Silver,71568
Male,Urban,Others,4.74,0,7,4038.0,More than 1,B,Gold,64248
Male,Urban,High School,7.63,1,6,3811.0,More than 1,A,Platinum,32676
Female,Urban,Bachelor,18.75,0,5,5111.0,More than 1,A,Platinum,136536
Male,Rural,Bachelor,7.89,1,8,0.0,1,A,Silver,73596
Male,Urban,High School,9.75,0,6,4431.0,1,C,Gold,32952
Male,Rural,High School,,1,0,3210.0,More than 1,A,Silver,93960
Female,Urban,High School,,1,3,3857.0,More than 1,A,Platinum,67680
Female,Urban,High School,7.23,1,3,0.0,More than 1,B,Platinum,106452
Male,Rural,High School,7.37,1,7,,More than 1,A,Platinum,96504
Male,Urban,High School,2.01,0,5,5792.0,1,B,Gold,32616
Female,Urban,High School,8.19,0,2,2546.0,1,A,Platinum,30564
Female,Urban,High School,7.47,1,7,5853.0,More than 1,A,Platinum,141264
Male,Rural,Bachelor,8.23,1,4,0.0,More than 1,A,Platinum,108468
Male,Urban,Others,2.58,1,4,0.0,More than 1,A,Gold,33276
Female,Urban,High School,3.14,1,2,5234.0,1,,Platinum,32988
Female,Rural,Bachelor,7.07,1,1,2637.0,1,B,Platinum,33300
Female,Urban,Bachelor,,0,7,7996.0,More than 1,A,Silver,35184
Male,Urban,High School,7.31,1,0,5385.0,1,B,Gold,43524
Male,Urban,Bachelor,3.37,1,5,5511.0,1,C,Gold,34464
Male,Urban,Bachelor,5.33,1,3,15964.0,More than 1,A,Gold,530412
Female,Urban,High School,4.96,1,2,3053.0,More than 1,C,Silver,184848
Male,Urban,Bachelor,7.04,1,0,0.0,1,A,Platinum,59916
Female,Urban,High School,1.93,1,6,4687.0,More than 1,A,Platinum,58200
Male,Rural,High School,9.53,0,5,4586.0,More than 1,B,Gold,92268
Male,Rural,Bachelor,5.81,1,3,5910.0,More than 1,A,Gold,389520
Male,,Bachelor,7.91,1,4,0.0,More than 1,A,Silver,63624
Male,Urban,High School,5.81,1,6,9023.0,More than 1,B,Platinum,109944
Male,Urban,Bachelor,5.48,1,8,4009.0,1,A,Gold,54660
Male,,High School,9.68,0,4,0.0,1,A,Platinum,33588
Female,Urban,High School,3.22,0,4,10579.0,More than 1,B,Silver,64416
Female,Urban,Bachelor,4.6,1,6,0.0,More than 1,B,Platinum,208464
Male,Rural,High School,84.09,1,0,4130.0,More than 1,C,Platinum,101460
Female,Urban,High School,5.22,0,1,6155.0,More than 1,A,Silver,142788
Male,Urban,Bachelor,9.77,1,0,5724.0,More than 1,B,Platinum,72588
Female,Urban,High School,5.67,0,4,,More than 1,A,Platinum,32388
Female,Urban,Bachelor,9.97,0,1,3043.0,More than 1,A,Gold,551376
Male,Urban,Others,7.0,1,7,6355.0,More than 1,C,Silver,75816
Male,Urban,High School,7.27,0,7,15081.0,More than 1,,Gold,112248
Female,Urban,High School,6.92,1,2,3727.0,1,A,Platinum,30408
Male,Rural,Others,8.11,1,5,2119.0,More than 1,A,Platinum,69072
Female,Urban,High School,2.48,1,1,3751.0,More than 1,A,Gold,88944
Female,Urban,Bachelor,1.77,1,5,4113.0,More than 1,B,Platinum,64212
Male,Urban,Bachelor,4.09,0,1,4156.0,1,A,Gold,224856
Male,Urban,Bachelor,3.9,1,5,6012.0,More than 1,A,Gold,286296
Male,Rural,Bachelor,24.38,1,1,0.0,More than 1,A,Platinum,68088
Male,,Others,8.79,1,0,2415.0,More than 1,A,Platinum,94716
Male,Urban,Bachelor,7.16,1,7,5134.0,More than 1,A,Platinum,72192
Female,Urban,High School,7.45,0,6,9189.0,More than 1,,Platinum,60648
Male,Rural,Bachelor,9.75,1,5,2847.0,More than 1,B,Platinum,63780
Male,Urban,Bachelor,6.41,1,4,4061.0,1,A,Silver,63396
Male,Rural,High School,,1,6,0.0,1,A,Platinum,31812
Female,Urban,High School,6.56,0,6,2315.0,More than 1,C,Platinum,63948
Male,,High School,,0,7,0.0,More than 1,A,Platinum,67860
Female,Urban,Bachelor,2.86,0,7,5027.0,More than 1,A,Silver,71244
Female,Rural,High School,27.52,1,5,0.0,1,C,Silver,32964
Female,Urban,Bachelor,7.44,1,0,5772.0,More than 1,A,Platinum,65412
Male,Urban,Bachelor,3.78,1,5,4865.0,More than 1,A,Silver,295512
Female,Urban,Bachelor,7.24,0,5,0.0,1,A,Platinum,32700
Male,Urban,Bachelor,9.58,0,5,0.0,1,C,Gold,33228
Female,Urban,Bachelor,8.8,1,6,3046.0,1,,Platinum,30192
Female,Rural,Bachelor,9.09,1,7,3702.0,More than 1,B,Platinum,74244
Female,Urban,High School,2.38,0,8,6314.0,1,B,Gold,67080
Female,Rural,High School,5.64,1,8,0.0,1,A,Platinum,73368
Male,Urban,Bachelor,7.23,1,5,2098.0,More than 1,A,Silver,121824
Female,,High School,2.07,0,6,6746.0,1,A,Gold,460344
Female,Urban,High School,7.62,0,4,0.0,More than 1,B,Silver,73416
Male,Urban,High School,36.39,1,0,2374.0,1,A,Silver,38316
Male,Urban,High School,,1,2,5361.0,More than 1,A,Gold,175716
Male,Rural,Others,,1,7,2823.0,1,B,Gold,69888
Male,Urban,Bachelor,5.79,1,5,3964.0,More than 1,A,Platinum,69924
Male,Urban,High School,6.87,1,3,3681.0,More than 1,B,Silver,58992
Female,Urban,High School,4.27,0,8,0.0,1,C,Silver,37416
Male,Rural,Bachelor,5.04,1,5,3958.0,More than 1,A,Gold,110424
Female,Urban,Bachelor,4.9,1,6,6876.0,More than 1,B,Silver,68484
Male,Rural,High School,8.13,0,1,4028.0,More than 1,A,Gold,65868
Male,Rural,Bachelor,4.1,1,5,0.0,More than 1,B,Platinum,83796
Female,Urban,Bachelor,7.5,0,6,14953.0,1,A,Silver,66072
Male,Rural,Bachelor,5.88,0,4,0.0,More than 1,A,Gold,94236
Male,Urban,High School,13.05,0,0,0.0,1,A,Silver,32352
Female,Urban,High School,4.52,0,5,,More than 1,A,Platinum,48096
Female,Urban,Bachelor,29.9,0,5,5786.0,1,A,Silver,32280
Male,Urban,Bachelor,2.3,0,5,4911.0,1,A,Platinum,32004
Male,,High School,2.37,1,6,3566.0,More than 1,C,Silver,249108
Male,Urban,High School,6.41,1,1,3566.0,More than 1,A,Gold,188304
Female,Urban,High School,8.3,0,2,2586.0,More than 1,A,Silver,106668
Male,Urban,Bachelor,8.09,1,4,6067.0,More than 1,,Gold,113592
Male,Urban,Bachelor,4.81,0,3,6961.0,More than 1,C,Silver,190428
Female,Urban,Bachelor,7.19,1,6,6650.0,1,A,Platinum,108528
Male,Rural,High School,,1,7,0.0,1,C,Platinum,30504
Male,Urban,Bachelor,7.03,1,5,4206.0,More than 1,B,Silver,103752
Female,Urban,High School,,0,6,5537.0,More than 1,A,Gold,58320
Male,Urban,Bachelor,,0,1,4990.0,1,A,Gold,59616
Male,,Bachelor,3.86,1,8,7754.0,More than 1,A,Gold,46680
Female,Rural,High School,2.32,1,5,2489.0,More than 1,A,Platinum,68112
Male,Urban,High School,6.32,1,2,6687.0,More than 1,B,Platinum,71844
Female,Urban,Bachelor,,1,4,4282.0,1,A,Platinum,42984
Female,Urban,High School,6.21,1,6,4257.0,More than 1,B,Platinum,59772
Female,Rural,High School,5.25,1,1,2978.0,More than 1,A,Platinum,72648
Female,Urban,Others,4.48,1,4,,1,A,Platinum,62736
Male,Urban,High School,3.52,0,7,7917.0,More than 1,A,Gold,506112
Female,Rural,High School,51.32,0,8,0.0,More than 1,B,Platinum,66684
Female,Urban,High School,60.88,1,5,7062.0,More than 1,B,Platinum,61308
Female,Urban,Bachelor,4.72,1,4,6289.0,1,A,Platinum,34812
Male,Urban,Bachelor,7.48,1,3,7675.0,More than 1,A,Platinum,359520
Male,Rural,Bachelor,7.3,1,4,2624.0,More than 1,,Platinum,63276
Male,,Bachelor,5.68,1,4,2073.0,More than 1,B,Silver,70032
Male,Urban,Bachelor,4.83,1,6,0.0,1,B,Gold,64740
Female,Urban,High School,2.22,0,6,2835.0,More than 1,B,Silver,292236
Male,Urban,High School,7.86,0,2,3050.0,1,B,Silver,68784
Female,,High School,28.87,0,3,0.0,More than 1,B,Silver,79296
Male,Urban,Bachelor,6.15,1,6,5559.0,1,B,Silver,34404
Male,Urban,Bachelor,,0,6,6050.0,1,C,Gold,30912
Female,Urban,High School,6.92,1,7,2030.0,More than 1,A,Silver,76572
Male,Urban,Bachelor,7.48,1,6,3999.0,1,B,Silver,64176
Female,Rural,High School,8.14,1,2,0.0,1,A,Silver,62724
Male,Rural,High School,7.12,1,2,2720.0,More than 1,A,Platinum,487692
Male,Rural,High School,8.87,1,6,3997.0,1,,Platinum,59400
Male,Urban,Bachelor,3.65,0,8,6321.0,More than 1,B,Platinum,96744
Male,Urban,Bachelor,6.21,1,4,7852.0,More than 1,A,Platinum,110556
Male,Urban,High School,8.31,0,6,3989.0,More than 1,A,Platinum,62736
Male,Urban,High School,7.65,1,7,5651.0,1,A,Platinum,58116
Female,Urban,High School,3.81,0,6,6341.0,More than 1,,Silver,78408
Male,Urban,High School,9.24,0,7,5923.0,1,,Gold,49632
Male,,Bachelor,5.68,1,4,4441.0,More than 1,,Gold,63432
Male,Urban,Bachelor,8.75,0,8,2923.0,More than 1,,Gold,60456
Female,Rural,High School,9.75,1,7,0.0,1,A,Platinum,55968
Female,Rural,Bachelor,6.3,1,6,2427.0,1,B,Silver,72888
Female,Urban,Bachelor,9.12,1,3,2594.0,More than 1,C,Gold,130464
Male,Urban,High School,6.45,1,8,2415.0,More than 1,,Platinum,95484
Female,Rural,Bachelor,5.48,1,2,4013.0,More than 1,C,Gold,84624
Female,Rural,Bachelor,6.69,0,5,3323.0,More than 1,B,Silver,67884
Female,Rural,High School,,0,6,,More than 1,B,Platinum,500328
Male,,Bachelor,5.77,0,6,10396.0,1,A,Platinum,47772
Female,Rural,Bachelor,23.01,1,2,0.0,1,A,Platinum,35148
Female,Rural,High School,,1,4,2708.0,More than 1,B,Silver,60792
Female,Rural,High School,47.1,1,8,5793.0,1,A,Gold,67824
Female,Urban,High School,25.28,0,5,0.0,1,B,Platinum,59844
Female,Urban,Bachelor,69.75,1,2,3902.0,More than 1,A,Platinum,101508
Male,Urban,High School,0.47,0,4,8820.0,More than 1,A,Platinum,98736
Male,Rural,Bachelor,36.53,0,7,6368.0,More than 1,A,Platinum,103368
Male,Rural,High School,5.95,0,6,2749.0,1,B,Platinum,37260
Male,Urban,High School,16.69,1,7,,More than 1,A,Platinum,98772
Female,Urban,Bachelor,21.4,1,5,5242.0,More than 1,A,Silver,421200
Female,Rural,High School,7.84,0,4,0.0,More than 1,,Platinum,69324
Male,Urban,Bachelor,6.13,0,6,0.0,More than 1,A,Platinum,69900
Male,Rural,High School,97.54,1,8,3731.0,More than 1,C,Silver,68916
Male,Urban,Bachelor,9.46,1,1,10423.0,More than 1,A,Platinum,60624
Male,Urban,High School,8.65,1,3,0.0,1,A,Gold,36516
Female,Rural,High School,7.77,0,8,5326.0,More than 1,A,Platinum,522612
Male,Urban,Bachelor,6.11,0,6,6914.0,More than 1,A,Silver,106608
Female,Rural,High School,9.21,1,7,0.0,More than 1,B,Silver,63336
Female,Rural,Bachelor,5.85,1,5,,More than 1,A,Silver,72324
Female,Urban,High School,9.67,0,5,6079.0,More than 1,A,Platinum,53892
Female,Urban,Bachelor,16.9,0,2,5124.0,1,A,Gold,30384
Female,Urban,Bachelor,2.23,0,6,5532.0,More than 1,A,Gold,227880
Female,Urban,Bachelor,7.06,1,5,6310.0,More than 1,A,Silver,71040
Male,Urban,Bachelor,53.9,1,0,,1,A,Silver,29724
Female,Rural,High School,5.23,1,6,0.0,1,B,Platinum,66120
Female,Urban,Bachelor,6.96,1,7,5266.0,More than 1,A,Gold,68172
Male,Rural,High School,56.1,0,5,2521.0,1,A,Silver,33072
Female,Urban,High School,7.21,0,1,7750.0,1,A,Silver,66480
Male,Urban,High School,5.31,0,5,8556.0,More than 1,A,Platinum,61272
Female,Urban,Bachelor,,1,7,3164.0,More than 1,A,Platinum,75144
Female,Urban,High School,9.15,0,5,7126.0,1,A,Silver,31224
Female,Urban,High School,4.61,1,1,3382.0,More than 1,A,Platinum,56844
Female,Rural,Bachelor,37.21,1,6,0.0,More than 1,A,Silver,70488
Male,Urban,High School,6.94,0,5,4735.0,More than 1,,Platinum,113292
Female,Urban,High School,7.79,1,7,2092.0,More than 1,A,Silver,99336
Female,Urban,Others,2.07,1,6,,More than 1,A,Platinum,73176
Male,Urban,High School,5.53,1,3,5549.0,More than 1,A,Gold,93036
Male,Urban,High School,3.77,1,8,4142.0,More than 1,A,Silver,178128
Male,Urban,High School,,1,5,3868.0,More than 1,B,Silver,62976
Male,Rural,Others,5.13,1,2,0.0,1,A,Silver,31464
Male,,Bachelor,65.86,1,0,5965.0,More than 1,A,Gold,66108
Female,Urban,Bachelor,3.96,0,1,4177.0,More than 1,A,Platinum,70668
Female,Urban,Bachelor,6.68,0,6,5431.0,More than 1,A,Platinum,67380
Male,Urban,High School,9.32,0,5,4466.0,More than 1,A,Platinum,55512
Male,Urban,Bachelor,3.11,0,6,3561.0,More than 1,,Platinum,254628
Male,Urban,High School,2.45,1,6,6273.0,More than 1,C,Silver,289128
Male,Rural,Others,8.73,0,5,3858.0,More than 1,A,Silver,34800
Male,Urban,Bachelor,7.42,1,5,3171.0,More than 1,B,Gold,111084
Male,Rural,High School,3.8,1,0,0.0,1,B,Gold,30192
Female,Urban,High School,9.54,1,7,3318.0,More than 1,A,Platinum,59088
Male,Urban,Bachelor,66.12,0,6,4254.0,More than 1,C,Gold,102960
Female,Rural,Bachelor,7.0,1,4,3027.0,More than 1,A,Platinum,110580
Male,Urban,Bachelor,,1,8,7207.0,More than 1,A,Platinum,101304
Male,Urban,Bachelor,8.66,1,5,5158.0,More than 1,A,Gold,67488
Female,,Bachelor,8.5,1,7,,More than 1,,Silver,48060
Male,Rural,High School,,1,8,,More than 1,B,Gold,104172
Female,Urban,High School,55.6,0,7,3830.0,More than 1,A,Platinum,433980
Male,,High School,6.2,1,6,8179.0,More than 1,B,Platinum,103488
Male,Urban,High School,77.64,1,5,4187.0,More than 1,A,Platinum,63948
Male,Urban,Bachelor,2.44,1,7,2410.0,More than 1,B,Platinum,69960
Female,Urban,Bachelor,2.37,1,7,6136.0,More than 1,A,Platinum,145080
Female,Urban,High School,25.52,1,4,6195.0,More than 1,A,Platinum,150252
Female,Rural,High School,8.19,0,7,0.0,1,B,Platinum,33396
Male,Urban,High School,6.4,1,2,2736.0,More than 1,A,Gold,99900
Female,Urban,High School,2.25,1,7,,1,B,Platinum,53760
Male,Urban,Bachelor,16.62,1,4,4140.0,More than 1,A,Gold,97512
Female,Urban,High School,3.39,0,0,6105.0,More than 1,A,Platinum,68892
Female,Urban,Bachelor,6.61,0,6,7540.0,More than 1,A,Gold,141576
Female,Urban,Bachelor,2.11,1,3,3295.0,More than 1,B,Silver,115680
Male,Urban,High School,7.18,1,7,8717.0,More than 1,A,Platinum,452640
Male,Rural,Bachelor,7.83,0,6,2159.0,More than 1,B,Platinum,89268
Male,Urban,High School,5.66,1,5,18515.0,More than 1,A,Platinum,54492
Male,Urban,Others,3.48,1,7,2218.0,1,,Silver,63324
Male,,High School,80.04,1,3,3022.0,More than 1,C,Gold,64164
Male,Urban,High School,9.43,0,4,2302.0,1,A,Platinum,36204
Male,Urban,High School,2.09,0,7,10283.0,More than 1,B,Platinum,360276
Male,Urban,Bachelor,17.33,1,1,5950.0,1,A,Silver,94260
Female,Urban,Others,6.6,1,2,5713.0,1,A,Silver,65052
Female,Urban,High School,7.2,1,6,5628.0,1,C,Platinum,59412
Male,Urban,High School,76.29,0,4,10119.0,More than 1,A,Platinum,359196
Male,Urban,Bachelor,6.53,1,7,6768.0,1,,Silver,60732
Female,Urban,High School,6.75,0,4,4058.0,More than 1,A,Platinum,149484
Male,Urban,High School,4.88,0,7,10111.0,1,B,Platinum,62676
Female,Rural,Bachelor,48.59,1,6,0.0,More than 1,B,Platinum,67200
Female,Urban,High School,6.57,1,8,2919.0,1,,Silver,56688
Male,Urban,Bachelor,2.31,0,7,6874.0,More than 1,B,Gold,159204
Male,Urban,High School,5.02,0,8,3875.0,More than 1,A,Silver,175248
Female,Rural,High School,46.19,1,5,0.0,1,A,Gold,33528
Female,Rural,High School,9.4,0,6,0.0,1,,Silver,30108
Female,Urban,High School,6.21,1,7,,1,A,Platinum,41280
Female,Urban,Bachelor,61.37,0,5,7457.0,More than 1,,Silver,107160
Male,Urban,Bachelor,8.66,0,1,3993.0,More than 1,A,Gold,63264
Female,Rural,Bachelor,4.71,1,7,0.0,More than 1,B,Silver,75036
Male,Urban,High School,9.76,1,4,5786.0,More than 1,A,Platinum,61776
Female,Urban,High School,5.02,1,6,10025.0,More than 1,A,Platinum,49368
Female,Urban,High School,5.66,0,6,6370.0,More than 1,A,Platinum,245844
Female,Urban,High School,8.44,0,3,,More than 1,A,Platinum,58236
Female,Urban,High School,36.06,1,6,3478.0,More than 1,A,Gold,62592
Male,Urban,High School,6.08,1,7,,More than 1,,Platinum,179556
Female,Urban,Bachelor,9.1,1,4,11888.0,More than 1,A,Silver,68844
Female,Rural,High School,2.7,0,4,5967.0,More than 1,C,Silver,113292
Male,Urban,High School,7.31,1,5,5628.0,More than 1,A,Platinum,118152
Male,Urban,High School,7.66,0,2,2677.0,1,B,Silver,46536
Female,Urban,High School,8.58,0,6,3528.0,More than 1,,Platinum,107520
Male,Urban,Bachelor,6.6,1,8,5750.0,More than 1,A,Platinum,66888
Female,Urban,High School,9.45,0,3,4058.0,More than 1,C,Platinum,57084
Male,Urban,High School,7.25,1,2,21217.0,More than 1,A,Platinum,65688
Male,Urban,Bachelor,8.85,1,2,6754.0,1,,Gold,33468
Male,,High School,2.97,1,6,5644.0,More than 1,A,Platinum,107988
Male,Urban,High School,7.82,1,5,6641.0,More than 1,C,Platinum,91608
Male,Rural,High School,8.38,0,6,2527.0,1,B,Platinum,62112
Male,Urban,Bachelor,9.03,0,3,3716.0,More than 1,A,Platinum,132816
Female,Urban,Bachelor,3.85,1,8,2857.0,More than 1,,Gold,72972
Male,Urban,Bachelor,6.37,1,4,3733.0,1,,Gold,34704
Male,,High School,5.1,1,7,0.0,More than 1,A,Silver,62400
Male,Urban,Bachelor,2.16,1,2,9043.0,1,,Silver,72228
Male,Urban,High School,9.01,0,5,2355.0,More than 1,B,Gold,110040
Female,Urban,High School,6.79,1,1,5513.0,1,A,Platinum,47952
Male,Urban,High School,5.73,1,7,0.0,More than 1,B,Platinum,73200
Male,Urban,High School,4.57,0,6,5638.0,More than 1,C,Silver,63336
Female,Urban,High School,2.8,0,3,8948.0,More than 1,,Gold,57060
Male,Urban,High School,7.05,0,2,4706.0,1,A,Platinum,32400
Male,Urban,Bachelor,71.68,0,7,0.0,More than 1,A,Platinum,71112
Male,Rural,Bachelor,9.53,0,0,2975.0,1,A,Platinum,70536
Male,,High School,8.64,1,8,2766.0,More than 1,,Platinum,234768
Female,Rural,High School,94.95,0,8,0.0,1,B,Platinum,35208
Female,Rural,High School,5.21,1,4,0.0,More than 1,A,Silver,64248
Female,Urban,Bachelor,4.72,0,5,3414.0,1,B,Platinum,57696
Female,Rural,High School,7.49,0,4,0.0,1,C,Silver,42240
Male,Rural,Bachelor,6.85,1,3,2954.0,More than 1,A,Platinum,72684
Male,Rural,Bachelor,6.68,0,2,3699.0,1,B,Platinum,34656
Male,,Bachelor,74.21,1,6,5584.0,1,C,Silver,33072
Male,Urban,Bachelor,3.89,1,7,2071.0,1,B,Silver,31272
Male,Urban,High School,6.99,0,3,3968.0,More than 1,C,Platinum,107088
Male,Urban,High School,,1,3,6905.0,More than 1,,Silver,70908
Female,Urban,High School,0.02,1,5,5347.0,1,B,Platinum,32160
Male,Urban,Bachelor,2.95,0,1,6054.0,More than 1,A,Gold,200184
Female,Urban,High School,7.54,0,7,,1,A,Gold,51888
Male,Urban,Bachelor,6.27,0,5,11384.0,More than 1,A,Gold,340560
Female,Rural,High School,5.88,1,3,0.0,More than 1,A,Gold,106788
Male,Urban,High School,35.15,1,4,3608.0,1,A,Gold,34860
Male,Rural,Bachelor,6.7,1,6,0.0,More than 1,A,Platinum,58248
Female,Urban,High School,7.37,0,1,2330.0,1,B,Gold,38448
Female,Urban,High School,54.06,0,8,3073.0,1,A,Platinum,32724
Male,Urban,High School,2.92,1,5,4120.0,1,A,Platinum,32040
Female,Urban,High School,0.66,1,2,5161.0,1,A,Silver,46980
Male,Urban,Bachelor,8.92,1,8,,1,C,Gold,74448
Female,Rural,Bachelor,59.88,1,4,2070.0,More than 1,A,Platinum,63204
Male,Urban,Bachelor,8.98,1,5,7056.0,More than 1,B,Platinum,97260
Female,Urban,Bachelor,6.59,1,8,3755.0,More than 1,A,Platinum,61800
Male,Urban,Bachelor,2.38,0,6,6296.0,More than 1,,Platinum,60828
Male,Rural,High School,22.77,1,5,0.0,More than 1,A,Gold,64968
Male,Urban,Bachelor,9.98,0,0,7538.0,More than 1,A,Gold,183528
Male,Urban,High School,6.87,1,6,0.0,More than 1,A,Gold,113364
Female,Rural,Others,5.67,1,6,2049.0,1,B,Silver,71352
Male,Urban,Bachelor,5.27,0,4,9901.0,More than 1,A,Platinum,82524
Female,Rural,High School,6.16,1,2,3614.0,1,C,Platinum,70440
Male,Urban,High School,3.91,1,4,4064.0,1,A,Silver,37464
Female,Urban,Bachelor,3.06,1,4,4082.0,More than 1,A,Gold,546216
Female,Urban,High School,6.53,1,8,6206.0,1,A,Platinum,31116
Male,,High School,11.96,1,7,0.0,1,A,Platinum,72996
Female,Urban,High School,0.77,1,6,4695.0,1,,Platinum,28332
Male,Rural,High School,20.11,1,5,0.0,1,A,Platinum,35796
Male,Urban,High School,,0,2,7728.0,1,A,Gold,37272
Male,Urban,Bachelor,8.65,1,4,3335.0,More than 1,A,Platinum,69720
Male,Urban,High School,6.29,0,3,0.0,1,A,Platinum,30636
Female,Urban,Bachelor,6.58,1,7,4167.0,More than 1,B,Platinum,147984
Male,Rural,Bachelor,5.76,1,7,4959.0,More than 1,B,Platinum,67032
Female,Urban,Bachelor,79.22,1,5,2094.0,More than 1,A,Platinum,259956
